,count,date,state,year
300,8,2012_02_07,Michigan,2012
301,7,2012_02_08,Michigan,2012
302,2,2012_02_09,Michigan,2012
303,7,2012_02_10,Michigan,2012
304,2,2012_02_11,Michigan,2012
305,4,2012_02_12,Michigan,2012
306,3,2012_02_13,Michigan,2012
307,3,2012_02_14,Michigan,2012
308,4,2012_02_15,Michigan,2012
309,4,2012_02_16,Michigan,2012
310,4,2012_02_17,Michigan,2012
311,3,2012_02_18,Michigan,2012
312,3,2012_02_20,Michigan,2012
313,13,2012_02_21,Michigan,2012
314,2,2012_02_22,Michigan,2012
315,8,2012_02_23,Michigan,2012
316,3,2012_02_24,Michigan,2012
317,5,2012_02_25,Michigan,2012
318,1,2012_02_26,Michigan,2012
319,3,2012_02_27,Michigan,2012
320,4,2012_02_28,Michigan,2012
321,7,2012_02_29,Michigan,2012
322,19,2012_11_01,Michigan,2012
323,20,2012_11_02,Michigan,2012
324,15,2012_11_03,Michigan,2012
325,7,2012_11_04,Michigan,2012
326,29,2012_11_05,Michigan,2012
327,27,2012_11_06,Michigan,2012
328,20,2012_11_07,Michigan,2012
329,30,2012_11_08,Michigan,2012
330,26,2012_11_09,Michigan,2012
331,2,2012_11_10,Michigan,2012
332,6,2012_11_11,Michigan,2012
333,12,2012_11_12,Michigan,2012
334,16,2012_11_13,Michigan,2012
335,14,2012_11_14,Michigan,2012
336,7,2012_11_15,Michigan,2012
337,5,2012_11_16,Michigan,2012
338,4,2012_11_17,Michigan,2012
339,1,2012_11_18,Michigan,2012
340,7,2012_11_19,Michigan,2012
341,3,2012_11_20,Michigan,2012
342,12,2012_11_21,Michigan,2012
343,5,2012_11_22,Michigan,2012
344,11,2012_11_23,Michigan,2012
345,4,2012_11_24,Michigan,2012
346,10,2012_11_25,Michigan,2012
347,17,2012_11_26,Michigan,2012
348,18,2012_11_27,Michigan,2012
349,14,2012_11_28,Michigan,2012
350,16,2012_11_29,Michigan,2012
351,12,2012_11_30,Michigan,2012
352,30,2012_10_01,Michigan,2012
353,37,2012_10_02,Michigan,2012
354,46,2012_10_03,Michigan,2012
355,31,2012_10_04,Michigan,2012
356,14,2012_10_05,Michigan,2012
357,16,2012_10_06,Michigan,2012
358,12,2012_10_07,Michigan,2012
359,32,2012_10_08,Michigan,2012
360,43,2012_10_09,Michigan,2012
361,32,2012_10_10,Michigan,2012
362,1,2012_10_12,Michigan,2012
363,31,2012_10_18,Michigan,2012
364,39,2012_10_19,Michigan,2012
365,15,2012_10_20,Michigan,2012
366,20,2012_10_21,Michigan,2012
367,20,2012_10_22,Michigan,2012
368,39,2012_10_23,Michigan,2012
369,34,2012_10_24,Michigan,2012
370,33,2012_10_25,Michigan,2012
371,10,2012_10_26,Michigan,2012
372,7,2012_10_27,Michigan,2012
373,36,2012_10_28,Michigan,2012
374,34,2012_10_29,Michigan,2012
375,24,2012_10_30,Michigan,2012
376,5,2012_10_31,Michigan,2012
377,2,2012_07_01,Michigan,2012
378,2,2012_07_02,Michigan,2012
379,1,2012_07_04,Michigan,2012
380,2,2012_07_06,Michigan,2012
381,2,2012_07_08,Michigan,2012
382,1,2012_07_09,Michigan,2012
383,3,2012_07_10,Michigan,2012
384,2,2012_07_11,Michigan,2012
385,1,2012_07_12,Michigan,2012
386,2,2012_07_14,Michigan,2012
387,1,2012_07_18,Michigan,2012
388,1,2012_07_21,Michigan,2012
389,5,2012_07_24,Michigan,2012
390,1,2012_07_25,Michigan,2012
391,3,2012_07_27,Michigan,2012
392,2,2012_07_28,Michigan,2012
393,1,2012_07_29,Michigan,2012
394,1,2012_07_30,Michigan,2012
395,2,2012_07_31,Michigan,2012
396,2,2012_09_01,Michigan,2012
397,4,2012_09_02,Michigan,2012
398,3,2012_09_03,Michigan,2012
399,5,2012_09_04,Michigan,2012
400,10,2012_09_05,Michigan,2012
401,8,2012_09_06,Michigan,2012
402,2,2012_09_07,Michigan,2012
403,6,2012_09_08,Michigan,2012
404,3,2012_09_09,Michigan,2012
405,10,2012_09_10,Michigan,2012
406,19,2012_09_11,Michigan,2012
407,13,2012_09_12,Michigan,2012
408,13,2012_09_13,Michigan,2012
409,6,2012_09_14,Michigan,2012
410,25,2012_09_21,Michigan,2012
